DEWP,TEMP,PRES,Iws,Ir,year,month,day,hour,cbwd,Is,pm2.5
-4,21.0,1016.0,23.69,0,a3,b8,c24,d18,SE,i0,14.0
-15,-8.0,1030.0,5.37,0,a1,b11,c24,d5,NW,i0,37.0
11,15.0,1011.0,0.89,0,a2,b4,c9,d5,NW,i0,184.0
14,21.0,1006.0,44.7,0,a2,b7,c13,d19,SE,i0,27.0
11,21.0,1009.0,4.92,0,a1,b9,c12,d15,SE,i0,36.0
-6,10.0,1017.0,15.2,0,a4,b2,c10,d11,NW,i0,303.0
21,23.0,1012.0,26.38,0,a2,b5,c25,d23,SE,i0,44.0
-5,18.0,1012.0,25.48,0,a1,b2,c12,d12,NW,i0,42.0
-9,-3.0,1030.0,1.79,0,a2,b0,c27,d12,SE,i0,82.0
1,2.0,1018.0,2.68,0,a2,b9,c17,d6,NW,i0,71.0
-22,-3.0,1031.0,5.37,0,a0,b1,c11,d18,NE,i0,19.0
21,25.0,1001.0,3.58,0,a0,b6,c0,d1,SE,i0,198.0
-3,13.0,1026.0,37.55,0,a4,b9,c20,d11,SE,i0,36.0
23,25.0,1005.0,3.58,0,a2,b6,c25,d23,SE,i0,56.0
17,18.0,1011.0,0.89,0,a1,b8,c14,d0,NW,i0,204.0
-22,-4.0,1038.0,105.06,0,a4,b1,c8,d11,NW,i0,17.0
-7,2.0,1025.0,6.71,0,a0,b1,c8,d19,SE,i0,181.0
-10,7.0,1020.0,15.65,0,a0,b3,c9,d6,NE,i0,16.0
9,10.0,1016.0,0.89,0,a2,b9,c1,d4,NW,i0,103.0
-13,8.0,1018.0,11.17,0,a2,b10,c11,d12,NW,i0,26.0
-11,-7.0,1033.0,1.79,0,a2,b0,c29,d10,SE,i6,112.0
13,22.0,997.0,1.78,0,a4,b4,c28,d2,cv,i0,38.0
-21,-8.0,1035.0,3.13,0,a4,b0,c11,d22,NW,i0,62.0
-5,21.0,1018.0,38.44,0,a4,b9,c15,d16,SE,i0,36.0
12,32.0,1007.0,0.89,0,a3,b7,c22,d18,cv,i0,18.0
-6,-3.0,1026.0,25.48,0,a3,b1,c4,d3,SE,i0,52.0
-17,-3.0,1034.0,15.2,0,a1,b11,c21,d3,NW,i0,14.0
17,19.0,1004.0,3.13,0,a2,b5,c16,d2,NW,i0,58.0
2,14.0,1021.0,119.37,0,a1,b8,c28,d21,NW,i0,33.0
14,18.0,1003.0,16.09,0,a2,b3,c21,d21,SE,i0,247.0
-12,5.0,1020.0,4.92,0,a0,b10,c21,d17,SE,i0,73.0
18,32.0,1003.0,12.06,0,a1,b7,c15,d14,NE,i0,7.0
23,24.0,1003.0,6.71,1,a2,b5,c22,d22,SE,i0,224.0
16,32.0,1009.0,20.11,0,a4,b7,c18,d17,SE,i0,13.0
20,27.0,1011.0,8.91,0,a0,b8,c4,d12,cv,i0,125.0
-5,25.0,1009.0,124.27,0,a1,b4,c12,d17,NW,i0,32.0
20,23.0,1004.0,3.58,0,a0,b7,c10,d23,SE,i0,70.0
-19,7.0,1024.0,8.05,0,a1,b2,c7,d20,NW,i0,18.0
-21,-8.0,1027.0,138.13,0,a0,b11,c29,d1,NW,i0,17.0
-22,6.0,1027.0,3.13,0,a2,b1,c10,d13,NW,i0,49.0
-24,-13.0,1037.0,2.68,0,a1,b0,c15,d7,NW,i0,19.0
9,10.0,1021.0,1.79,0,a1,b9,c29,d12,SE,i0,387.0
23,27.0,1007.0,1.79,0,a4,b6,c19,d6,SE,i0,62.0
16,34.0,998.0,1.79,0,a3,b6,c4,d12,cv,i0,9.0
-4,28.0,999.0,12.07,0,a3,b4,c11,d18,SE,i0,35.0
3,20.0,1001.0,68.38,0,a0,b4,c1,d1,SE,i0,68.0
22,26.0,1006.0,3.13,0,a4,b6,c17,d2,SE,i0,154.0
-12,-3.0,1016.0,1.79,0,a4,b11,c28,d23,NW,i0,159.0
-16,5.0,1026.0,33.08,0,a0,b10,c23,d10,NW,i0,17.0
4,19.0,1018.0,1.79,0,a1,b8,c16,d17,SE,i0,7.0
18,20.0,1012.0,0.89,0,a0,b8,c4,d4,cv,i0,103.0
11,12.0,1013.0,4.46,0,a0,b9,c8,d2,SE,i0,287.0
25,28.0,998.0,0.89,0,a3,b7,c15,d21,cv,i0,148.0
25,28.0,1004.0,35.33,0,a2,b6,c19,d23,SE,i0,219.0
2,20.0,1006.0,3.58,0,a1,b3,c27,d12,cv,i0,99.0
15,28.0,1013.0,3.13,0,a0,b7,c21,d14,SE,i0,18.0
24,24.0,1010.0,2.68,0,a2,b7,c5,d5,NW,i0,95.0
19,23.0,1002.0,0.89,0,a0,b5,c27,d0,cv,i0,111.0
-19,-5.0,1038.0,143.05,0,a2,b11,c16,d22,NW,i0,24.0
14,16.0,1013.0,0.89,0,a3,b8,c15,d7,cv,i0,88.0
-4,21.0,1016.0,43.37,0,a1,b4,c20,d10,NW,i0,55.0
1,30.0,1006.0,1.79,0,a2,b4,c4,d16,SE,i0,212.0
-7,30.0,993.0,50.96,0,a3,b4,c10,d18,NW,i0,55.0
-18,3.0,1018.0,3.58,0,a2,b0,c25,d14,SE,i0,67.0
-11,11.0,1025.0,1.79,0,a0,b3,c5,d21,NE,i0,19.0
-19,3.0,1027.0,10.73,0,a3,b10,c17,d21,NE,i0,17.0
-10,0.0,1031.0,6.71,0,a3,b10,c10,d5,NW,i0,24.0
20,22.0,1006.0,2.68,0,a4,b7,c5,d4,NW,i0,60.0
5,6.0,1024.0,0.89,0,a4,b9,c28,d4,NW,i0,129.0
-7,5.0,1018.0,31.74,0,a0,b11,c4,d9,NW,i0,35.0
21,30.0,1014.0,2.68,0,a0,b7,c19,d12,cv,i0,63.0
0,5.0,1013.0,3.13,0,a3,b2,c18,d14,NE,i0,69.0
-16,2.0,1022.0,4.92,0,a2,b2,c13,d1,NW,i0,8.0
20,21.0,1015.0,2.67,0,a1,b7,c25,d23,cv,i0,111.0
-12,-1.0,1034.0,4.47,0,a1,b11,c25,d16,SE,i0,121.0
20,22.0,1005.0,13.86,0,a3,b6,c11,d1,SE,i0,65.0
19,21.0,1007.0,7.15,0,a2,b7,c1,d4,NE,i0,11.0
-12,-5.0,1029.0,1.79,0,a0,b10,c24,d3,NW,i0,20.0
20,25.0,1006.0,27.73,0,a2,b7,c9,d23,SE,i0,76.0
14,27.0,1013.0,2.68,0,a2,b8,c22,d13,cv,i0,93.0
19,28.0,1003.0,19.67,0,a0,b5,c18,d18,SE,i0,78.0
-4,-4.0,1025.0,0.89,0,a3,b0,c28,d12,cv,i3,484.0
21,30.0,1007.0,1.79,0,a2,b7,c1,d14,SE,i0,17.0
19,22.0,1012.0,3.12,0,a0,b8,c2,d22,cv,i0,142.0
23,31.0,1004.0,8.94,0,a3,b6,c11,d16,SE,i0,53.0
16,28.0,1005.0,28.61,0,a4,b7,c13,d18,SE,i0,35.0
20,26.0,1009.0,3.58,3,a3,b7,c21,d13,NE,i0,123.0
25,26.0,1003.0,27.26,0,a2,b6,c25,d15,SE,i0,29.0
19,24.0,1003.0,0.89,0,a4,b5,c17,d23,cv,i0,144.0
-11,5.0,1019.0,0.89,0,a3,b11,c3,d19,NE,i0,83.0
-19,-3.0,1031.0,19.67,0,a2,b2,c7,d5,NE,i0,12.0
20,22.0,996.0,9.84,0,a3,b6,c15,d5,NW,i0,33.0
-11,-9.0,1028.0,4.47,0,a4,b1,c13,d7,NW,i0,235.0
20,26.0,1001.0,1.78,0,a4,b5,c15,d21,cv,i0,111.0
-22,6.0,1015.0,126.49,0,a3,b11,c29,d17,NW,i0,25.0
-20,0.0,1036.0,0.89,0,a1,b0,c25,d16,cv,i0,83.0
21,25.0,1002.0,0.45,0,a0,b7,c3,d4,cv,i0,178.0
12,21.0,997.0,2.67,0,a4,b4,c28,d3,cv,i0,42.0
13,15.0,1015.0,2.67,0,a1,b8,c24,d1,cv,i0,209.0
-11,3.0,1022.0,3.57,0,a0,b3,c1,d22,SE,i0,77.0
1,2.0,1026.0,0.89,0,a1,b10,c15,d6,NW,i0,177.0
12,18.0,1021.0,18.78,0,a1,b9,c10,d19,SE,i0,179.0
17,26.0,1003.0,2.68,0,a3,b6,c25,d7,NE,i0,55.0
-20,-6.0,1031.0,7.15,0,a2,b11,c28,d22,NW,i0,13.0
3,22.0,1013.0,1.79,0,a0,b4,c10,d18,SE,i0,20.0
3,10.0,1012.0,68.83,0,a2,b3,c16,d6,SE,i0,90.0
-10,-6.0,1029.0,2.68,0,a1,b10,c23,d3,NE,i0,100.0
14,18.0,1010.0,32.62,0,a2,b4,c11,d21,SE,i0,85.0
6,8.0,1022.0,3.58,5,a0,b3,c21,d2,NE,i0,49.0
-14,-9.0,1027.0,6.25,0,a2,b0,c11,d8,NW,i0,130.0
-11,-3.0,1020.0,3.58,0,a0,b11,c6,d7,SE,i0,94.0
21,29.0,1000.0,18.78,0,a2,b6,c3,d18,SE,i0,106.0
7,15.0,1013.0,2.67,0,a1,b4,c7,d7,SE,i0,79.0
-4,0.0,1019.0,1.78,0,a3,b11,c6,d19,NE,i0,429.0
15,22.0,1013.0,16.1,0,a3,b8,c4,d18,SE,i0,34.0
20,22.0,1013.0,0.89,0,a2,b8,c9,d21,cv,i0,86.0
-2,10.0,1022.0,1.79,0,a2,b10,c5,d12,NW,i0,80.0
17,19.0,1008.0,36.66,11,a2,b8,c1,d8,NW,i0,5.0
19,22.0,997.0,0.89,0,a3,b5,c26,d4,SE,i0,62.0
-19,-8.0,1038.0,22.79,0,a0,b0,c14,d8,NE,i0,27.0
-10,-1.0,1021.0,1.34,0,a0,b10,c21,d2,cv,i0,23.0
-20,6.0,1028.0,1.79,0,a2,b2,c11,d11,NE,i0,47.0
-11,-1.0,1032.0,2.67,0,a4,b11,c24,d19,cv,i0,49.0
22,29.0,1004.0,14.31,0,a1,b5,c28,d13,SE,i0,208.0
4,16.0,1016.0,1.78,0,a4,b3,c7,d9,cv,i0,193.0
-3,-2.0,1031.0,1.79,0,a3,b0,c19,d11,NE,i7,84.0
2,19.0,1011.0,21.0,0,a3,b3,c2,d13,SE,i0,178.0
-16,7.0,1017.0,15.65,0,a4,b0,c23,d13,NW,i0,142.0
18,30.0,1005.0,11.63,0,a4,b7,c4,d17,SE,i0,51.0
-2,6.0,1022.0,1.79,0,a3,b10,c7,d9,NW,i0,123.0
7,18.0,1001.0,11.17,0,a0,b4,c17,d21,NW,i0,31.0
-24,-13.0,1030.0,3.58,0,a0,b0,c11,d4,NE,i0,15.0
6,13.0,1024.0,15.65,2,a1,b10,c3,d23,NW,i0,55.0
-6,-6.0,1018.0,1.79,0,a2,b11,c2,d1,NW,i0,318.0
-23,-6.0,1037.0,118.46,0,a2,b0,c19,d22,NE,i0,21.0
-5,5.0,1020.0,1.79,0,a3,b11,c6,d12,SE,i0,277.0
-20,-9.0,1029.0,8.05,0,a3,b0,c4,d21,NW,i0,73.0
7,12.0,1012.0,1.78,0,a4,b2,c26,d6,NE,i0,389.0
-8,-3.0,1021.0,8.5,0,a0,b1,c21,d5,SE,i0,89.0
-15,9.0,1018.0,25.94,0,a4,b11,c22,d14,NW,i0,89.0
9,14.0,1016.0,1.78,0,a2,b8,c28,d19,cv,i0,21.0
-18,-13.0,1027.0,0.89,0,a0,b0,c12,d23,NE,i0,65.0
1,7.0,1020.0,35.31,0,a3,b2,c15,d22,SE,i0,205.0
4,16.0,1017.0,1.78,0,a4,b2,c30,d9,cv,i0,199.0
-10,10.0,1027.0,77.79,0,a1,b3,c0,d9,NE,i0,25.0
6,17.0,1012.0,67.05,0,a1,b4,c3,d12,SE,i0,39.0
22,24.0,1004.0,1.79,0,a1,b6,c17,d23,cv,i0,157.0
-10,4.0,1018.0,38.45,0,a0,b1,c21,d14,SE,i0,76.0
25,29.0,1007.0,1.78,0,a0,b6,c25,d22,SE,i0,195.0
1,7.0,1020.0,1.78,0,a1,b3,c18,d3,NE,i0,53.0
3,16.0,1027.0,6.71,0,a3,b9,c16,d12,SE,i0,207.0
17,20.0,1006.0,23.71,0,a3,b8,c12,d12,SE,i0,88.0
2,4.0,1022.0,76.46,0,a3,b2,c30,d10,SE,i0,193.0
-24,0.0,1022.0,24.13,0,a3,b11,c28,d4,NW,i0,32.0
19,24.0,1004.0,1.78,0,a4,b6,c8,d1,NE,i0,53.0
8,12.0,1019.0,12.06,0,a2,b10,c2,d11,SE,i0,205.0
-16,-1.0,1030.0,7.15,0,a3,b1,c13,d23,NW,i0,197.0
19,20.0,1008.0,4.92,3,a3,b5,c6,d11,SE,i0,129.0
22,35.0,1001.0,48.73,0,a4,b6,c19,d17,SE,i0,60.0
13,22.0,1015.0,56.77,0,a0,b4,c15,d10,SE,i0,163.0
-10,1.0,1023.0,46.04,0,a2,b2,c8,d23,SE,i0,77.0
4,18.0,1015.0,57.23,0,a4,b4,c8,d20,SE,i0,47.0
-7,15.0,1016.0,8.94,0,a2,b9,c16,d18,SE,i0,29.0
2,5.0,1026.0,0.89,0,a3,b9,c16,d5,cv,i0,163.0
9,12.0,1017.0,2.68,0,a1,b8,c22,d3,NW,i0,137.0
14,19.0,1018.0,1.79,0,a4,b8,c20,d8,SE,i0,59.0
-2,3.0,1029.0,1.79,0,a3,b10,c3,d4,NW,i0,27.0
-23,-1.0,1033.0,6.26,0,a0,b1,c11,d14,NW,i0,13.0
18,21.0,1004.0,3.13,0,a3,b7,c25,d3,NW,i0,65.0
-20,0.0,1027.0,1.79,0,a0,b1,c1,d14,cv,i0,28.0
-9,13.0,1025.0,1.79,0,a4,b3,c4,d8,NW,i0,16.0
6,6.0,1025.0,23.25,5,a0,b9,c17,d17,NW,i0,64.0
-17,16.0,1011.0,51.41,0,a2,b3,c2,d22,NW,i0,27.0
24,26.0,1002.0,33.97,0,a2,b6,c25,d18,SE,i0,48.0
-13,-1.0,1027.0,1.78,0,a4,b11,c6,d0,cv,i0,102.0
-14,3.0,1026.0,10.28,0,a2,b0,c12,d17,SE,i0,39.0
21,22.0,1004.0,0.89,0,a2,b5,c29,d6,cv,i0,128.0
19,21.0,1006.0,0.89,0,a0,b6,c11,d2,cv,i0,42.0
-5,22.0,1018.0,1.79,0,a4,b3,c20,d11,NE,i0,39.0
15,29.0,1004.0,1.79,0,a0,b5,c26,d12,SE,i0,131.0
-8,-7.0,1022.0,38.01,0,a3,b1,c25,d7,NW,i0,175.0
13,25.0,1017.0,159.59,0,a0,b7,c5,d9,NW,i0,23.0
11,31.0,1014.0,14.31,0,a0,b7,c5,d16,SE,i0,16.0
6,7.0,1021.0,0.89,0,a1,b9,c28,d23,cv,i0,332.0
13,21.0,1015.0,14.75,0,a1,b8,c26,d18,SE,i0,155.0
3,12.0,1025.0,0.89,0,a4,b9,c27,d20,cv,i0,47.0
-18,1.0,1022.0,44.71,0,a2,b11,c2,d10,NW,i0,14.0
7,14.0,1020.0,56.96,0,a2,b9,c13,d15,cv,i0,33.0
12,14.0,1014.0,6.26,0,a0,b4,c14,d5,NW,i0,235.0
23,26.0,1007.0,27.72,0,a2,b7,c2,d21,SE,i0,33.0
23,27.0,1004.0,14.3,0,a1,b6,c30,d9,NW,i0,64.0
-11,-4.0,1025.0,46.49,0,a2,b11,c27,d16,NW,i0,217.0
5,17.0,1026.0,42.46,0,a4,b9,c10,d22,NW,i0,6.0
-16,-8.0,1035.0,16.09,0,a1,b11,c17,d2,NW,i0,39.0
19,23.0,1002.0,1.79,0,a0,b5,c27,d1,SE,i0,126.0
19,20.0,1004.0,1.78,0,a2,b6,c14,d4,NE,i0,48.0
4,6.0,1025.0,0.89,0,a2,b10,c9,d2,NE,i0,160.0
-9,-6.0,1024.0,3.58,0,a4,b1,c14,d3,NW,i0,466.0
-15,1.0,1018.0,4.47,0,a0,b1,c18,d10,NE,i0,112.0
2,22.0,1011.0,4.91,0,a2,b9,c23,d12,cv,i0,78.0
17,29.0,1008.0,11.18,0,a3,b5,c12,d13,SE,i0,130.0
-15,0.0,1032.0,1.79,0,a1,b11,c24,d17,NE,i0,70.0
22,24.0,996.0,1.79,1,a3,b6,c0,d20,SE,i0,104.0
-7,1.0,1025.0,1.79,0,a3,b10,c11,d0,NE,i0,103.0
-6,18.0,1008.0,4.02,0,a3,b2,c26,d13,NW,i0,84.0
7,11.0,1027.0,9.84,0,a4,b9,c5,d8,NW,i0,25.0
18,19.0,999.0,31.74,4,a0,b4,c3,d20,SE,i0,228.0
-5,-5.0,1026.0,4.47,0,a3,b0,c28,d10,SE,i1,462.0
-17,11.0,1020.0,4.02,0,a2,b2,c30,d12,SE,i0,21.0
23,29.0,1000.0,2.68,0,a2,b6,c21,d19,SE,i0,15.0
21,23.0,1003.0,1.78,0,a4,b6,c1,d23,cv,i0,111.0
-9,-5.0,1026.0,37.54,0,a0,b0,c1,d16,SE,i0,159.0
19,20.0,1007.0,3.13,0,a3,b5,c8,d1,NW,i0,169.0
-23,-5.0,1036.0,99.69,0,a2,b0,c19,d19,NE,i0,16.0
7,16.0,1009.0,11.17,0,a2,b3,c9,d4,SE,i0,107.0
-2,7.0,1016.0,3.56,0,a2,b10,c17,d13,cv,i0,157.0
19,20.0,1007.0,4.92,0,a2,b7,c1,d1,NW,i0,16.0
12,31.0,999.0,51.39,0,a1,b6,c7,d18,NW,i0,9.0
2,5.0,1024.0,1.34,0,a3,b9,c21,d6,cv,i0,193.0
-12,15.0,1015.0,12.52,0,a3,b10,c14,d16,SE,i0,108.0
11,11.0,1021.0,2.23,0,a1,b9,c19,d2,cv,i0,255.0
-19,0.0,1034.0,23.69,0,a3,b11,c16,d10,NE,i0,26.0
25,31.0,1006.0,0.89,0,a0,b6,c26,d9,cv,i0,210.0
13,16.0,1016.0,145.29,0,a0,b7,c5,d5,NW,i0,14.0
13,15.0,1015.0,4.02,3,a0,b8,c17,d12,NE,i0,33.0
18,20.0,1014.0,0.89,5,a3,b8,c16,d14,cv,i0,94.0
-12,6.0,1021.0,1.79,0,a3,b11,c2,d23,cv,i0,164.0
-3,-2.0,1025.0,1.78,0,a2,b0,c17,d2,cv,i0,344.0
8,19.0,1011.0,1.79,0,a4,b2,c25,d12,SE,i0,331.0
7,18.0,1018.0,1.79,0,a2,b9,c19,d11,NE,i0,214.0
-14,-2.0,1022.0,1.78,0,a3,b0,c24,d16,cv,i0,78.0
24,25.0,1008.0,0.89,0,a0,b6,c22,d5,cv,i0,233.0
19,21.0,1011.0,0.89,0,a1,b8,c14,d9,cv,i0,195.0
11,35.0,1003.0,3.13,0,a4,b5,c27,d17,SE,i0,6.0
-25,-10.0,1038.0,3.13,0,a1,b0,c14,d23,NW,i0,33.0
-16,0.0,1036.0,11.18,0,a3,b0,c16,d18,SE,i0,78.0
-13,-6.0,1026.0,1.79,0,a3,b1,c8,d10,NW,i0,185.0
-21,6.0,1019.0,15.2,0,a3,b1,c16,d13,NW,i0,22.0
15,16.0,1009.0,0.89,0,a0,b8,c9,d6,cv,i0,50.0
6,19.0,1005.0,48.73,0,a0,b4,c7,d22,SE,i0,144.0
14,36.0,999.0,4.92,0,a4,b6,c10,d14,NE,i0,9.0
10,14.0,1019.0,0.89,0,a3,b9,c12,d22,SE,i0,72.0
12,31.0,1004.0,3.58,0,a4,b6,c8,d14,NE,i0,8.0
23,32.0,1007.0,15.2,0,a2,b7,c5,d16,SE,i0,46.0
5,10.0,1022.0,0.89,0,a4,b8,c29,d21,cv,i0,53.0
-4,17.0,1012.0,105.03,0,a1,b3,c16,d14,NW,i0,90.0
7,9.0,1017.0,8.5,0,a3,b3,c4,d9,NW,i0,107.0
-19,-10.0,1022.0,0.89,0,a1,b0,c12,d0,SE,i0,144.0
16,24.0,1004.0,5.37,0,a1,b5,c13,d7,SE,i0,94.0
-8,8.0,1018.0,2.67,0,a3,b2,c4,d10,cv,i0,163.0
-8,-3.0,1020.0,3.58,0,a4,b0,c30,d7,NW,i0,133.0
19,22.0,1006.0,33.53,2,a4,b7,c3,d13,NE,i0,7.0
-3,12.0,1016.0,21.45,0,a0,b10,c6,d9,NW,i0,11.0
17,27.0,1005.0,10.28,0,a4,b6,c14,d1,SE,i0,60.0
10,10.0,1012.0,13.42,0,a4,b9,c1,d4,NW,i0,62.0
7,11.0,1021.0,0.89,0,a4,b9,c5,d23,SE,i0,77.0
14,20.0,1002.0,27.27,0,a2,b5,c13,d0,NE,i0,17.0
17,21.0,1002.0,3.57,0,a4,b6,c13,d4,NW,i0,31.0
-8,0.0,1023.0,0.89,0,a0,b2,c11,d21,NE,i0,54.0
5,28.0,1009.0,15.65,0,a2,b4,c24,d13,SE,i0,72.0
21,26.0,1003.0,8.02,0,a3,b6,c18,d8,cv,i0,166.0
0,18.0,1015.0,4.92,0,a4,b2,c28,d10,NE,i0,22.0
-21,-4.0,1034.0,0.89,0,a2,b10,c29,d19,cv,i0,19.0
-15,14.0,1017.0,39.79,0,a3,b10,c13,d14,NW,i0,24.0
-23,7.0,1024.0,2.68,0,a4,b2,c11,d19,SE,i0,20.0
-2,24.0,1013.0,22.8,0,a4,b3,c20,d17,SE,i0,44.0
22,27.0,1006.0,38.01,0,a1,b6,c12,d10,SE,i0,91.0
6,8.0,1019.0,0.89,0,a4,b3,c19,d1,NE,i0,105.0
4,5.0,1013.0,1.79,0,a4,b9,c14,d6,NW,i0,89.0
14,16.0,1015.0,1.79,0,a2,b4,c30,d21,SE,i0,48.0
-15,-1.0,1032.0,12.96,0,a2,b0,c19,d3,NE,i0,49.0
19,30.0,1003.0,9.84,0,a1,b7,c15,d18,SE,i0,17.0
-14,12.0,1013.0,18.77,0,a0,b2,c20,d12,SE,i0,52.0
-11,-2.0,1030.0,0.89,0,a3,b1,c10,d19,cv,i0,124.0
-12,11.0,1020.0,8.94,0,a3,b10,c13,d10,NW,i0,21.0
5,14.0,1022.0,4.47,0,a1,b9,c27,d17,SE,i0,146.0
-17,0.0,1030.0,3.13,0,a3,b1,c0,d17,NE,i0,16.0
-8,14.0,1009.0,16.54,0,a0,b3,c3,d20,SE,i0,70.0
9,21.0,1014.0,26.38,0,a1,b8,c15,d14,NE,i0,19.0
-7,11.0,1026.0,1.79,0,a3,b10,c2,d19,NE,i0,13.0
-9,16.0,1027.0,35.31,0,a4,b9,c25,d11,NE,i0,10.0
-14,-4.0,1030.0,1.78,0,a4,b11,c16,d21,cv,i0,245.0
10,16.0,1025.0,1.79,0,a1,b9,c10,d1,SE,i0,38.0
3,15.0,1016.0,38.45,0,a2,b3,c14,d22,SE,i0,68.0
20,23.0,1002.0,4.92,0,a2,b6,c4,d3,NW,i0,86.0
-7,1.0,1012.0,8.94,0,a2,b2,c4,d23,NW,i0,97.0
-2,22.0,1008.0,23.69,0,a3,b4,c28,d1,NW,i0,40.0
-21,6.0,1018.0,177.93,0,a3,b10,c24,d19,NW,i0,11.0
-22,-6.0,1035.0,318.71,0,a4,b0,c20,d5,NW,i0,13.0
14,16.0,1016.0,7.16,0,a2,b7,c22,d2,SE,i0,63.0
19,23.0,1006.0,0.89,0,a4,b5,c14,d2,NE,i0,111.0
19,25.0,1007.0,1.79,0,a3,b7,c26,d13,NE,i0,60.0
10,30.0,1009.0,67.96,0,a0,b7,c4,d13,NW,i0,30.0
21,23.0,1000.0,0.89,0,a0,b5,c15,d3,NW,i0,149.0
23,28.0,1000.0,10.73,0,a1,b6,c29,d19,SE,i0,44.0
13,19.0,1012.0,1.79,0,a4,b5,c1,d2,SE,i0,52.0
16,19.0,1014.0,0.89,0,a4,b8,c12,d22,cv,i0,73.0
-9,13.0,1006.0,164.51,0,a0,b3,c26,d16,NW,i0,31.0
-11,-3.0,1026.0,9.84,0,a1,b1,c27,d6,NW,i0,20.0
22,29.0,1006.0,27.26,0,a0,b6,c20,d19,SE,i0,62.0
2,19.0,1018.0,269.11,0,a0,b9,c2,d20,NW,i0,7.0
13,33.0,996.0,16.99,0,a3,b5,c17,d13,SE,i0,48.0
3,28.0,1015.0,1.79,0,a2,b4,c29,d16,NW,i0,12.0
8,18.0,1011.0,60.81,0,a2,b3,c8,d22,SE,i0,79.0
-7,21.0,995.0,57.22,0,a3,b4,c10,d20,NW,i0,37.0
11,14.0,1004.0,21.9,4,a0,b4,c17,d7,NW,i0,12.0
-16,0.0,1033.0,10.73,0,a3,b11,c16,d8,NE,i0,40.0
-1,0.0,1019.0,8.94,0,a0,b2,c13,d21,NW,i0,105.0
-3,5.0,1022.0,3.57,0,a4,b10,c24,d11,cv,i0,143.0
7,20.0,1005.0,7.15,0,a2,b4,c6,d9,NW,i0,84.0
-12,13.0,1017.0,0.89,0,a2,b9,c30,d17,cv,i0,11.0
-25,-6.0,1035.0,8.04,0,a2,b1,c0,d13,NE,i0,12.0
7,14.0,1017.0,36.65,0,a3,b4,c3,d2,SE,i0,67.0
-16,-9.0,1032.0,0.89,0,a2,b0,c5,d1,cv,i0,161.0
-3,8.0,1028.0,0.89,0,a3,b9,c28,d19,cv,i0,35.0
17,23.0,1008.0,1.79,0,a3,b4,c25,d11,cv,i0,108.0
-13,0.0,1021.0,3.58,0,a1,b2,c10,d7,NW,i0,30.0
14,16.0,1011.0,45.58,0,a2,b4,c12,d0,SE,i0,130.0
-10,-7.0,1015.0,1.79,0,a4,b0,c28,d8,SE,i0,88.0
12,33.0,1006.0,1.79,0,a4,b5,c11,d12,NW,i0,18.0
-1,21.0,1013.0,1.79,0,a4,b2,c28,d13,cv,i0,23.0
5,23.0,1011.0,19.22,0,a4,b4,c15,d21,SE,i0,63.0
-20,4.0,1030.0,261.51,0,a1,b2,c14,d10,NW,i0,11.0
16,28.0,1011.0,33.53,0,a0,b5,c6,d18,SE,i0,108.0
14,33.0,1006.0,6.26,0,a4,b5,c28,d13,SE,i0,48.0
14,31.0,1001.0,5.81,0,a0,b5,c20,d17,SE,i0,64.0
21,25.0,1003.0,35.76,0,a0,b7,c3,d18,NW,i0,33.0
19,29.0,994.0,19.22,0,a3,b6,c3,d8,NW,i0,24.0
6,11.0,1014.0,1.79,0,a4,b9,c14,d8,NW,i0,95.0
18,22.0,1015.0,3.13,0,a0,b7,c24,d8,NW,i0,97.0
-10,-5.0,1022.0,7.14,0,a3,b2,c2,d7,NW,i0,138.0
16,22.0,1015.0,8.94,0,a1,b8,c15,d9,NW,i0,26.0
18,20.0,1018.0,5.37,0,a3,b8,c17,d2,NW,i0,132.0
18,23.0,1010.0,0.89,0,a0,b7,c1,d6,cv,i0,91.0
-22,-4.0,1035.0,315.58,0,a4,b0,c20,d4,NW,i0,16.0
15,25.0,1008.0,15.2,0,a0,b5,c23,d22,SE,i0,83.0
21,26.0,1005.0,44.69,0,a3,b6,c17,d0,SE,i0,72.0
-8,-3.0,1027.0,0.89,0,a4,b2,c9,d6,NE,i0,78.0
-10,25.0,1009.0,102.38,0,a1,b4,c1,d17,NW,i0,31.0
-6,-4.0,1030.0,0.45,0,a1,b1,c24,d4,cv,i0,77.0
7,15.0,1010.0,23.24,0,a4,b2,c27,d21,SE,i0,183.0
2,17.0,1012.0,1.79,0,a2,b9,c22,d17,cv,i0,41.0
-15,10.0,1019.0,1.79,0,a2,b3,c2,d8,NW,i0,20.0
6,22.0,1012.0,5.81,0,a1,b3,c12,d12,SE,i0,141.0
-21,4.0,1025.0,68.84,0,a1,b2,c23,d4,NW,i0,8.0
17,25.0,1015.0,1.79,0,a4,b7,c27,d9,NW,i0,67.0
-15,9.0,1016.0,40.23,0,a2,b3,c4,d4,NW,i0,9.0
-4,7.0,1020.0,1.79,0,a3,b2,c28,d19,cv,i0,101.0
9,21.0,1019.0,7.15,0,a4,b8,c26,d10,NE,i0,14.0
11,12.0,1019.0,0.89,0,a4,b9,c8,d5,NE,i0,345.0
-21,0.0,1029.0,0.45,0,a2,b1,c24,d18,cv,i0,30.0
6,11.0,1014.0,11.63,0,a1,b10,c17,d17,SE,i0,70.0
